order_id,order_date,region,city,customer_lat,customer_lon,depot_id,depot_lat,depot_lon,vehicle_id_planned,priority,package_weight_kg,service_time_min,time_window_start,time_window_end,distance_km_est,traffic_factor,travel_time_min_est,delivery_duration_min_est,delivered_late,fuel_cost_est,co2_kg_est,status
ORD01167,2024-07-05,West,Abuja,9.060626047375763,7.39478832161686,DEP3,9.027024726781999,7.34387564948649,VEH10,Medium,3.09,7,13:00:00,15:00:00,69.18,1.11,115.2,122.2,False,41.51,17.3,Pending
ORD01168,2024-02-18,West,Abuja,9.015458760528785,7.461806700460413,DEP2,9.19752429926065,7.393156651235557,VEH42,Medium,15.27,5,10:00:00,12:00:00,64.53,1.0,96.8,101.8,False,38.72,16.13,Pending
ORD01169,2024-06-24,South,Port Harcourt,4.762801586064742,7.0959029308052655,DEP1,4.63173009588838,6.887707388413838,VEH10,Low,0.84,18,09:00:00,11:00:00,16.99,0.85,21.7,39.7,False,10.19,4.25,Delivered
ORD01170,2024-01-26,South,Port Harcourt,4.914760473555984,7.0075619939908185,DEP1,4.675307205067699,6.946198503198367,VEH39,Low,46.84,17,12:00:00,14:00:00,52.98,1.06,84.2,101.2,True,31.79,13.24,Pending
ORD01171,2024-02-03,South,Lagos,6.599078291581844,3.3581980541098067,DEP1,6.458403427983078,3.2621130090198944,VEH18,Low,19.2,25,15:00:00,17:00:00,33.04,1.27,62.9,87.9,True,19.82,8.26,Pending
ORD01172,2024-05-18,East,Lagos,6.482316540934145,3.394639949284512,DEP1,6.350756866012789,3.2557156626786057,VEH13,Low,20.67,20,18:00:00,20:00:00,93.82,1.06,149.2,169.2,False,56.29,23.45,In Transit
ORD01173,2024-03-19,East,Abuja,9.109314824239966,7.34961744448428,DEP4,8.927313430389292,7.22201464003202,VEH10,Low,15.62,6,14:00:00,16:00:00,17.45,0.92,24.1,30.1,False,10.47,4.36,Delivered
ORD01174,2024-02-01,North,Ibadan,7.429651861677391,3.850167614188975,DEP1,7.400624050294174,3.898784552237386,VEH7,High,25.57,14,07:00:00,09:00:00,57.16,1.02,87.5,101.5,False,34.3,14.29,In Transit
ORD01175,2024-01-01,South,Abuja,9.035521772036857,7.445280369866981,DEP1,9.225010795248462,7.275632652983411,VEH15,Medium,5.33,17,08:00:00,10:00:00,89.98,1.04,140.4,157.4,False,53.99,22.5,In Transit
ORD01176,2024-06-24,West,Abuja,9.086763478132562,7.370508628904001,DEP1,8.92682093453842,7.434332657979091,VEH32,Low,26.49,8,09:00:00,11:00:00,21.89,1.12,36.8,44.8,True,13.13,5.47,In Transit
ORD01177,2024-01-20,East,Kano,12.06158950080313,8.60998522062158,DEP1,11.840966930826799,8.611108598891654,VEH24,Low,35.29,6,15:00:00,17:00:00,79.68,1.24,148.2,154.2,False,47.81,19.92,In Transit
ORD01178,2024-03-26,South,Ibadan,7.308031632908157,3.9890346533180323,DEP4,7.448436738432607,3.7567707531762533,VEH10,High,20.88,26,10:00:00,12:00:00,34.63,1.27,66.0,92.0,False,20.78,8.66,In Transit
ORD01179,2024-01-27,East,Kano,11.945427162462185,8.610074384594853,DEP4,12.16748238472567,8.711020948883444,VEH43,Medium,46.11,13,18:00:00,20:00:00,97.89,0.81,118.9,131.9,False,58.73,24.47,Pending
ORD01180,2024-02-08,South,Lagos,6.548948255275495,3.361767879551781,DEP3,6.668341796134048,3.2799258808036527,VEH10,Medium,49.06,19,17:00:00,19:00:00,62.14,1.36,126.8,145.8,False,37.28,15.54,In Transit
ORD01181,2024-01-29,West,Lagos,6.441519910564554,3.315891576951773,DEP3,6.627761469213681,3.1879946088157296,VEH10,Low,40.94,15,08:00:00,10:00:00,3.37,1.26,6.4,21.4,False,2.02,0.84,In Transit
ORD01182,2024-03-22,West,Kano,11.975218784046362,8.61419897054384,DEP4,12.080612562795645,8.528890087674522,VEH31,High,5.84,18,15:00:00,17:00:00,8.83,1.21,16.0,34.0,False,5.3,2.21,In Transit
ORD01183,2024-06-16,South,Abuja,9.080631070746822,7.447040201824227,DEP4,9.080394204001575,7.367578316012351,VEH27,High,20.21,20,14:00:00,16:00:00,4.59,1.03,7.1,27.1,False,2.75,1.15,Delivered
ORD01184,2024-02-28,West,Ibadan,7.472704031504899,4.0217111152454175,DEP1,7.3092512268136876,3.982118162026549,VEH38,High,42.44,18,14:00:00,16:00:00,45.24,0.81,55.0,73.0,False,27.14,11.31,Delivered
ORD01185,2024-06-28,North,Abuja,8.991402092363728,7.400678544269741,DEP2,9.26427575027035,7.475883816887547,VEH24,Low,4.01,11,06:00:00,08:00:00,20.56,1.34,41.3,52.3,False,12.34,5.14,In Transit
ORD01186,2024-01-29,North,Abuja,9.144787951991248,7.422138917237718,DEP3,9.134269267851925,7.209934980153354,VEH24,Low,41.51,14,13:00:00,15:00:00,79.25,0.98,116.5,130.5,True,47.55,19.81,Delivered
ORD01187,2024-03-03,South,Port Harcourt,4.8573353439931015,6.9927709212849996,DEP2,4.631732064420605,6.930254617036152,VEH4,High,9.34,9,07:00:00,09:00:00,35.1,1.09,57.4,66.4,False,21.06,8.78,Delivered
ORD01188,2024-04-06,North,Abuja,9.078207778299541,7.393950775101666,DEP4,8.984769842386115,7.21026826742963,VEH24,Low,30.45,27,07:00:00,09:00:00,40.78,1.01,61.8,88.8,False,24.47,10.2,Pending
ORD01189,2024-06-01,South,Port Harcourt,4.8889882085661025,7.099148661559632,DEP1,4.958706219348977,7.047793117884985,VEH10,Medium,6.98,9,07:00:00,09:00:00,70.23,0.94,99.0,108.0,False,42.14,17.56,Pending
ORD01190,2024-04-16,South,Ibadan,7.365745933818344,3.8600001577897776,DEP2,7.507623360969193,3.797376256419,VEH31,High,45.2,9,17:00:00,19:00:00,86.69,1.13,146.9,155.9,False,52.01,21.67,In Transit
ORD01191,2024-04-15,East,Port Harcourt,4.864473640860798,7.073689014763631,DEP4,4.936830256935098,7.0225220403143656,VEH42,High,39.4,5,10:00:00,12:00:00,47.32,1.46,103.6,108.6,True,28.39,11.83,Pending
ORD01192,2024-06-03,South,Lagos,6.52167442016503,3.371723854386746,DEP5,6.638428744625405,3.5078310767043352,VEH11,Low,27.95,17,12:00:00,14:00:00,19.62,1.13,33.3,50.3,False,11.77,4.91,In Transit
ORD01193,2024-07-01,East,Ibadan,7.471114500581936,3.997597238607837,DEP5,7.501965041551653,3.760130199527696,VEH33,Medium,23.66,27,09:00:00,11:00:00,65.37,1.38,135.3,162.3,False,39.22,16.34,Pending
ORD01194,2024-01-24,West,Kano,11.912054730716555,8.662387777128375,DEP2,12.021560374696765,8.470825588230424,VEH48,Low,16.2,17,15:00:00,17:00:00,29.63,1.17,52.0,69.0,True,17.78,7.41,In Transit
ORD01195,2024-07-09,North,Abuja,8.986837135982226,7.330307231699985,DEP4,9.201577217350312,7.251641596298724,VEH31,Medium,12.05,25,16:00:00,18:00:00,46.43,1.16,80.8,105.8,False,27.86,11.61,In Transit
ORD01196,2024-01-14,East,Abuja,9.129222095922831,7.388066485333238,DEP4,9.192445848414215,7.445938522818183,VEH13,Medium,6.1,8,07:00:00,09:00:00,17.32,1.11,28.8,36.8,True,10.39,4.33,Delivered
ORD01197,2024-01-08,South,Kano,11.981577878617808,8.640608853927459,DEP3,12.034494855918942,8.5471532324009,VEH11,High,8.95,8,07:00:00,09:00:00,24.23,1.2,43.6,51.6,False,14.54,6.06,Pending
ORD01198,2024-02-18,South,Kano,11.98688776097996,8.594885501772135,DEP1,11.870470974120893,8.657062500937828,VEH16,Medium,42.7,7,15:00:00,17:00:00,27.28,1.14,46.6,53.6,False,16.37,6.82,Delivered
ORD01199,2024-01-12,North,Port Harcourt,4.91070546580418,7.016448348110146,DEP3,4.8536185379695045,6.885878280080098,VEH6,Medium,30.5,5,11:00:00,13:00:00,10.78,1.47,23.8,28.8,False,6.47,2.69,In Transit
ORD01200,2024-02-19,East,Ibadan,7.420632530414463,4.004631957627141,DEP4,7.459141744308655,3.9828916144305864,VEH47,Medium,22.77,9,17:00:00,19:00:00,86.12,1.47,189.9,198.9,False,51.67,21.53,In Transit
ORD01201,2024-07-08,North,Port Harcourt,4.8154072345808165,7.136107009831052,DEP5,4.848933163995407,7.065153674758574,VEH50,Low,23.0,5,15:00:00,17:00:00,22.51,0.8,27.0,32.0,False,13.51,5.63,In Transit
ORD01202,2024-01-10,East,Ibadan,7.3258012453712125,3.9489446343207133,DEP2,7.329483980903902,3.9263940912010535,VEH10,High,49.04,19,07:00:00,09:00:00,36.33,1.12,61.0,80.0,False,21.8,9.08,Pending
ORD01203,2024-02-25,South,Abuja,9.003203110270563,7.308191546487397,DEP2,9.186663805836996,7.426873270028792,VEH33,High,38.15,28,15:00:00,17:00:00,16.69,1.2,30.0,58.0,False,10.01,4.17,In Transit
ORD01204,2024-02-03,East,Port Harcourt,4.766328494868275,6.995412363380004,DEP3,4.620210405621194,6.9019362894276295,VEH24,High,15.81,18,06:00:00,08:00:00,13.45,1.49,30.1,48.1,False,8.07,3.36,Delivered
ORD01205,2024-03-02,South,Port Harcourt,4.77732652970479,6.9758647893404655,DEP5,4.695232925131183,7.084881291336591,VEH39,Low,3.67,9,15:00:00,17:00:00,86.52,1.47,190.8,199.8,False,51.91,21.63,In Transit
ORD01206,2024-01-04,South,Lagos,6.473749484133476,3.369219053718172,DEP3,6.333253780411799,3.4354840898908887,VEH36,Low,20.99,20,07:00:00,09:00:00,28.47,0.94,40.1,60.1,False,17.08,7.12,Pending
ORD01207,2024-02-11,North,Kano,12.033004615531752,8.575143406206463,DEP3,11.874063715611966,8.66754363259473,VEH37,Medium,28.47,16,07:00:00,09:00:00,86.15,0.88,113.7,129.7,True,51.69,21.54,Delivered
ORD01208,2024-03-07,West,Port Harcourt,4.872733320388891,7.084503357363452,DEP3,4.661604374731239,7.127728291948689,VEH49,Medium,22.36,25,08:00:00,10:00:00,94.61,0.9,127.7,152.7,False,56.77,23.65,Delivered
ORD01209,2024-01-11,East,Port Harcourt,4.844166678163147,7.0261960090925895,DEP3,4.998325868236351,6.981789958116111,VEH26,Medium,48.13,24,16:00:00,18:00:00,90.35,0.99,134.2,158.2,True,54.21,22.59,In Transit
ORD01210,2024-06-08,East,Ibadan,7.438208355365286,4.046120840360701,DEP3,7.278565200868513,3.921710867729328,VEH6,High,26.25,18,14:00:00,16:00:00,30.9,0.81,37.5,55.5,False,18.54,7.72,Delivered
ORD01211,2024-06-07,North,Lagos,6.468425848839505,3.3355873768683515,DEP2,6.501839880527275,3.2476409913653606,VEH45,High,43.73,5,08:00:00,10:00:00,71.08,0.86,91.7,96.7,False,42.65,17.77,In Transit
ORD01212,2024-02-10,West,Port Harcourt,4.845618490227986,7.080531295281125,DEP1,4.998088469457451,6.851008348542464,VEH15,Medium,12.77,19,16:00:00,18:00:00,92.92,1.45,202.1,221.1,True,55.75,23.23,In Transit
ORD01213,2024-06-13,West,Port Harcourt,4.859717283874128,7.102952664209508,DEP1,4.652193183171859,7.055350333911294,VEH6,Low,11.96,28,07:00:00,09:00:00,19.76,1.37,40.6,68.6,False,11.86,4.94,In Transit
ORD01214,2024-02-21,West,Port Harcourt,4.74260762733611,7.043530327399277,DEP3,4.991031295834413,6.924132822226137,VEH5,Medium,48.91,15,15:00:00,17:00:00,99.44,1.19,177.5,192.5,False,59.66,24.86,Delivered
ORD01215,2024-01-30,East,Port Harcourt,4.749628548035432,7.013020977588179,DEP4,4.785397133070614,6.973529689743289,VEH3,High,14.39,9,13:00:00,15:00:00,97.28,0.91,132.8,141.8,True,58.37,24.32,Pending
ORD01216,2024-05-25,North,Kano,12.048865581743373,8.491982057887835,DEP5,12.04067306776095,8.758277201581622,VEH50,Medium,14.75,6,18:00:00,20:00:00,20.18,1.26,38.1,44.1,False,12.11,5.04,In Transit
ORD01217,2024-02-24,North,Port Harcourt,4.858120281459678,7.087406103790396,DEP2,4.743326752008549,6.950680960863733,VEH2,High,47.82,18,10:00:00,12:00:00,92.48,1.12,155.4,173.4,False,55.49,23.12,Pending
ORD01218,2024-02-06,North,Lagos,6.593638773230874,3.369664695526859,DEP3,6.494155607229004,3.2419051790397178,VEH26,Low,21.61,14,17:00:00,19:00:00,54.67,0.82,67.2,81.2,False,32.8,13.67,In Transit
ORD01219,2024-02-24,East,Ibadan,7.3663226010350815,4.00327124367904,DEP2,7.449518422549708,4.001062795545574,VEH4,Low,45.52,18,11:00:00,13:00:00,3.77,1.19,6.7,24.7,False,2.26,0.94,In Transit
ORD01220,2024-02-20,East,Abuja,9.13396976968194,7.406867076540253,DEP4,9.00605822103215,7.253100226036791,VEH31,Medium,44.43,22,17:00:00,19:00:00,48.13,1.41,101.8,123.8,False,28.88,12.03,Delivered
ORD01221,2024-03-31,West,Port Harcourt,4.832770424486633,7.084638423323001,DEP1,4.9373044617513795,7.113462217840054,VEH36,High,20.2,11,07:00:00,09:00:00,52.34,1.36,106.8,117.8,False,31.4,13.09,Delivered
ORD01222,2024-02-07,East,Ibadan,7.352230059274597,3.9246242913536995,DEP3,7.215776046423201,4.112833774088699,VEH1,Low,5.01,19,08:00:00,10:00:00,65.52,1.09,107.1,126.1,False,39.31,16.38,In Transit
ORD01223,2024-06-21,West,Lagos,6.505523878051088,3.415110367314537,DEP3,6.3512374930519515,3.4166823131805737,VEH34,High,38.72,5,13:00:00,15:00:00,83.16,0.92,114.8,119.8,False,49.9,20.79,Pending
ORD01224,2024-06-12,North,Port Harcourt,4.895083810015635,7.081029218369489,DEP1,4.968341920328273,7.04391228684408,VEH14,High,27.33,11,12:00:00,14:00:00,92.07,1.43,197.5,208.5,False,55.24,23.02,Pending
ORD01225,2024-04-06,South,Ibadan,7.3671321746738005,3.9018825263271366,DEP3,7.334768173825706,3.9021057314119,VEH14,Low,14.7,26,15:00:00,17:00:00,28.32,1.4,59.5,85.5,False,16.99,7.08,In Transit
ORD01226,2024-01-05,East,Kano,11.916172384136933,8.62742223641992,DEP3,11.871328020582581,8.529702357357626,VEH33,Low,3.55,27,13:00:00,15:00:00,28.46,1.34,57.2,84.2,False,17.08,7.12,In Transit
ORD01227,2024-04-15,East,Port Harcourt,4.892603064909451,6.994105430380474,DEP3,4.8010191357035685,7.037929619174883,VEH35,Medium,43.74,21,18:00:00,20:00:00,76.75,1.16,133.5,154.5,False,46.05,19.19,Pending
ORD01228,2024-04-19,East,Port Harcourt,4.849749440094355,7.1192710107818735,DEP2,4.619415581610218,7.01095601242002,VEH36,High,45.41,10,14:00:00,16:00:00,74.55,1.18,132.0,142.0,False,44.73,18.64,In Transit
ORD01229,2024-06-11,East,Port Harcourt,4.8215289054070265,7.019354019520888,DEP5,4.823808213456606,7.111953279785381,VEH7,Low,21.21,30,07:00:00,09:00:00,71.99,1.4,151.2,181.2,True,43.19,18.0,Pending
ORD01230,2024-04-15,North,Ibadan,7.308436969636973,3.937309404563485,DEP4,7.340708036514033,4.021985921619891,VEH48,High,12.87,22,07:00:00,09:00:00,64.74,1.41,136.9,158.9,False,38.84,16.18,Delivered
ORD01231,2024-01-09,East,Ibadan,7.361126319958725,4.029203139995844,DEP4,7.574765495573391,3.789436819979181,VEH14,Low,12.04,29,13:00:00,15:00:00,95.14,1.47,209.8,238.8,False,57.08,23.79,Pending
ORD01232,2024-04-30,North,Abuja,8.996041455077352,7.301599700075427,DEP3,8.940940009302569,7.5970051133529,VEH30,Medium,9.41,25,17:00:00,19:00:00,51.25,1.39,106.9,131.9,False,30.75,12.81,In Transit
ORD01233,2024-04-05,South,Lagos,6.428480322137641,3.400097796451692,DEP5,6.43521017954785,3.5241339665758926,VEH19,Medium,14.53,26,10:00:00,12:00:00,69.3,1.27,132.0,158.0,False,41.58,17.32,In Transit
ORD01234,2024-01-02,West,Abuja,9.020798709771928,7.30555983997367,DEP1,9.040199829514158,7.314277260786348,VEH1,Low,40.54,9,18:00:00,20:00:00,80.44,1.12,135.1,144.1,False,48.26,20.11,Delivered
ORD01235,2024-03-22,East,Ibadan,7.398802445064645,3.967851903197385,DEP2,7.50836325937105,3.917000965649279,VEH37,Medium,14.13,12,14:00:00,16:00:00,27.97,1.18,49.5,61.5,False,16.78,6.99,Pending
ORD01236,2024-06-13,West,Ibadan,7.367329640546443,3.9350241541969875,DEP1,7.213954935635884,4.034441496276078,VEH37,Medium,11.08,9,16:00:00,18:00:00,21.3,1.09,34.8,43.8,False,12.78,5.33,Delivered
ORD01237,2024-04-13,East,Abuja,9.02205566832356,7.415371653461603,DEP5,9.025085335733788,7.378164689037116,VEH11,Medium,27.09,12,07:00:00,09:00:00,21.95,0.91,30.0,42.0,False,13.17,5.49,Pending
ORD01238,2024-01-31,West,Ibadan,7.453584380574721,3.933744740566284,DEP3,7.342337443853016,3.761244860109137,VEH36,Low,25.15,15,09:00:00,11:00:00,56.31,1.19,100.5,115.5,True,33.79,14.08,Pending
ORD01239,2024-01-03,South,Port Harcourt,4.857006233864577,6.9852963669982024,DEP1,4.716489253692248,7.174092186092166,VEH40,High,47.38,22,07:00:00,09:00:00,15.32,1.15,26.4,48.4,False,9.19,3.83,Pending
ORD01240,2024-04-26,East,Abuja,9.019335250547917,7.310614633670997,DEP2,9.006701335250453,7.256075050073685,VEH16,High,35.64,12,10:00:00,12:00:00,54.31,0.9,73.3,85.3,False,32.59,13.58,Pending
ORD01241,2024-07-16,East,Port Harcourt,4.717448317681103,7.111431409804843,DEP1,4.686077762465699,7.092286656888307,VEH18,Low,17.18,9,16:00:00,18:00:00,59.38,1.02,90.9,99.9,True,35.63,14.85,Delivered
ORD01242,2024-01-29,West,Lagos,6.441787912138451,3.3237900017115507,DEP5,6.3996234265916305,3.3504077409758577,VEH8,Low,33.09,9,10:00:00,12:00:00,27.85,0.81,33.8,42.8,False,16.71,6.96,Pending
ORD01243,2024-01-20,West,Lagos,6.528187472852951,3.4003518978717944,DEP3,6.709548197600724,3.4149883212372987,VEH14,Medium,23.82,8,13:00:00,15:00:00,58.19,1.45,126.6,134.6,False,34.91,14.55,In Transit
ORD01244,2024-05-04,North,Lagos,6.590075629120329,3.3437957466727615,DEP2,6.419301745462855,3.2842534449464296,VEH44,Medium,25.47,17,11:00:00,13:00:00,74.92,1.15,129.2,146.2,False,44.95,18.73,In Transit
ORD01245,2024-02-16,East,Abuja,8.990059279165623,7.443316140087997,DEP1,9.198888051468382,7.314399146047888,VEH12,High,33.37,23,16:00:00,18:00:00,43.81,1.42,93.3,116.3,False,26.29,10.95,Pending
ORD01246,2024-03-28,East,Lagos,6.593445111632148,3.3842863996619283,DEP4,6.601002218325438,3.5325398804088417,VEH40,High,25.04,22,06:00:00,08:00:00,32.7,1.33,65.2,87.2,False,19.62,8.18,Delivered
ORD01247,2024-02-01,South,Kano,11.946213250956939,8.56960622960121,DEP5,12.148490894842718,8.681668936107727,VEH2,High,20.49,5,14:00:00,16:00:00,23.04,1.05,36.3,41.3,False,13.82,5.76,Pending
ORD01248,2024-04-03,North,Abuja,9.033320829845486,7.3338178575887705,DEP2,9.173833165426261,7.299427954740069,VEH2,Medium,22.98,9,09:00:00,11:00:00,39.81,1.49,89.0,98.0,True,23.89,9.95,Delivered
ORD01249,2024-03-09,East,Abuja,9.054718448829643,7.314596496559351,DEP4,8.912430301028833,7.434901488541226,VEH13,Low,30.17,16,17:00:00,19:00:00,43.04,1.1,71.0,87.0,False,25.82,10.76,In Transit
ORD01250,2024-07-09,West,Port Harcourt,4.726386516568174,7.053109302077853,DEP4,4.81749579015214,6.909619727422778,VEH33,Medium,5.64,11,10:00:00,12:00:00,14.11,0.87,18.4,29.4,False,8.47,3.53,Delivered
ORD01251,2024-04-10,North,Kano,12.024141639107352,8.531196530480585,DEP5,11.902772060874986,8.461328857660577,VEH50,High,47.91,14,08:00:00,10:00:00,85.75,0.96,123.5,137.5,False,51.45,21.44,Delivered
ORD01252,2024-04-20,West,Port Harcourt,4.781113258784425,6.991778568461,DEP4,4.812350383784329,6.857644212989702,VEH39,High,33.73,13,11:00:00,13:00:00,53.27,1.43,114.3,127.3,False,31.96,13.32,Delivered
ORD01253,2024-04-19,South,Port Harcourt,4.748478536865683,7.110621849212227,DEP5,4.932384405786686,6.900672475686755,VEH23,Medium,20.23,25,07:00:00,09:00:00,18.67,0.98,27.4,52.4,False,11.2,4.67,Pending
ORD01254,2024-03-05,West,Ibadan,7.330149234966109,3.9582472788051546,DEP3,7.342064372704186,4.126093121602522,VEH39,High,6.76,21,11:00:00,13:00:00,97.42,0.96,140.3,161.3,False,58.45,24.36,Pending
ORD01255,2024-03-23,West,Abuja,9.13107478727637,7.366393985234565,DEP2,8.933732558166925,7.541755674098496,VEH23,Low,15.79,7,09:00:00,11:00:00,66.57,1.2,119.8,126.8,False,39.94,16.64,In Transit
ORD01256,2024-07-18,East,Abuja,9.070851261878174,7.3977638945297075,DEP1,9.169395165636914,7.233709165649376,VEH1,Medium,33.57,27,06:00:00,08:00:00,89.79,0.84,113.1,140.1,False,53.87,22.45,Pending
ORD01257,2024-05-25,East,Port Harcourt,4.743730667846733,7.093126387340407,DEP2,4.790512659297847,7.011219448325476,VEH36,Low,7.28,17,10:00:00,12:00:00,51.66,0.89,69.0,86.0,False,31.0,12.91,Delivered
ORD01258,2024-01-27,East,Abuja,9.071824091262107,7.4513230597923314,DEP5,8.979805743154865,7.390914467271891,VEH43,Low,49.6,23,16:00:00,18:00:00,69.29,1.39,144.5,167.5,False,41.57,17.32,In Transit
ORD01259,2024-03-22,South,Kano,11.985169521312109,8.645472184625172,DEP2,11.81840366917653,8.4410644730169,VEH4,Medium,10.55,20,06:00:00,08:00:00,41.39,1.39,86.3,106.3,False,24.83,10.35,In Transit
ORD01260,2024-02-01,West,Lagos,6.493653210157586,3.4101242387030926,DEP2,6.608125717921394,3.4136729416353364,VEH39,Medium,18.18,23,12:00:00,14:00:00,58.55,1.04,91.3,114.3,False,35.13,14.64,Pending
ORD01261,2024-01-05,North,Kano,11.918974747710402,8.690460795637204,DEP4,11.853072981453005,8.420839353534424,VEH19,Low,43.99,17,06:00:00,08:00:00,31.58,1.26,59.7,76.7,False,18.95,7.89,Delivered
ORD01262,2024-03-27,North,Lagos,6.4902011459324465,3.357490854158894,DEP1,6.429245188806719,3.316417602317204,VEH31,Low,20.83,30,12:00:00,14:00:00,72.6,1.16,126.3,156.3,False,43.56,18.15,In Transit
ORD01263,2024-07-11,East,Kano,12.090913043431396,8.500276078767756,DEP4,12.003427329052812,8.625589915532688,VEH6,High,46.05,29,11:00:00,13:00:00,6.82,1.2,12.3,41.3,False,4.09,1.71,Pending
ORD01264,2024-03-17,West,Port Harcourt,4.886325985705591,6.998185545623848,DEP4,4.9661169394095745,6.857417363709717,VEH42,Low,36.76,16,15:00:00,17:00:00,93.45,1.26,176.6,192.6,True,56.07,23.36,Pending
ORD01265,2024-01-03,South,Lagos,6.512205848796089,3.2881762032945434,DEP1,6.692445525329052,3.36731848907663,VEH21,High,1.94,28,12:00:00,14:00:00,69.6,1.14,119.0,147.0,False,41.76,17.4,Pending
ORD01266,2024-07-04,East,Abuja,9.00136906348848,7.341454361862052,DEP5,8.902296272182339,7.42831741588343,VEH1,High,31.29,6,10:00:00,12:00:00,51.56,1.37,106.0,112.0,False,30.94,12.89,Pending
ORD01267,2024-01-13,East,Lagos,6.596601764261603,3.4023248793366254,DEP1,6.329502591882973,3.457291862299094,VEH17,Medium,21.19,27,15:00:00,17:00:00,57.42,1.25,107.7,134.7,False,34.45,14.36,In Transit
ORD01268,2024-06-27,South,Kano,11.972247322865416,8.67531970103436,DEP2,11.855789946699913,8.660504722912416,VEH38,Medium,0.72,8,08:00:00,10:00:00,92.62,0.88,122.3,130.3,False,55.57,23.16,Pending
ORD01269,2024-04-15,West,Ibadan,7.296476846029515,3.913601526610449,DEP1,7.326926514415633,3.8327200289291516,VEH34,High,29.46,12,15:00:00,17:00:00,45.41,0.82,55.9,67.9,False,27.25,11.35,In Transit
ORD01270,2024-03-23,West,Kano,11.96613041245106,8.653986582714635,DEP2,12.078080613944747,8.681848341431953,VEH6,Medium,35.06,29,10:00:00,12:00:00,32.48,0.87,42.4,71.4,False,19.49,8.12,In Transit
ORD01271,2024-03-03,South,Ibadan,7.33199343680662,4.013357060037032,DEP1,7.5696883191132285,3.9445388058966246,VEH5,Medium,0.98,6,09:00:00,11:00:00,15.72,1.03,24.3,30.3,True,9.43,3.93,Pending
ORD01272,2024-04-08,South,Port Harcourt,4.831317069718589,6.964818729161063,DEP4,4.992942919483952,6.9958334693137605,VEH7,Medium,45.67,11,15:00:00,17:00:00,78.49,1.33,156.6,167.6,False,47.09,19.62,Delivered
ORD01273,2024-07-13,East,Kano,12.023543915956447,8.617256763410369,DEP4,12.0574012940865,8.643388554810233,VEH42,Low,27.91,21,07:00:00,09:00:00,98.67,1.31,193.9,214.9,False,59.2,24.67,Pending
ORD01274,2024-04-08,West,Kano,12.057589277678504,8.666392563016736,DEP5,11.88845590509034,8.425421663638025,VEH33,Low,24.4,29,12:00:00,14:00:00,52.38,1.38,108.4,137.4,False,31.43,13.1,In Transit
ORD01275,2024-02-12,East,Port Harcourt,4.804356715856467,7.063970605108863,DEP5,4.826428375405383,6.865081113502956,VEH42,Low,30.95,9,13:00:00,15:00:00,83.15,0.91,113.5,122.5,False,49.89,20.79,Delivered
ORD01276,2024-03-02,North,Lagos,6.543266346785319,3.397922108889283,DEP4,6.390073985622544,3.2285854294922944,VEH12,Medium,49.01,5,13:00:00,15:00:00,40.58,0.96,58.4,63.4,False,24.35,10.14,In Transit
ORD01277,2024-03-08,North,Kano,11.936464908890875,8.625420342716648,DEP5,12.045978118930911,8.649320849194968,VEH6,Medium,4.86,18,09:00:00,11:00:00,89.57,1.07,143.8,161.8,False,53.74,22.39,Delivered
ORD01278,2024-05-10,East,Port Harcourt,4.778273881286071,7.042272289449548,DEP1,4.7716264262990515,7.195230801255659,VEH29,Medium,46.5,16,07:00:00,09:00:00,31.74,1.4,66.7,82.7,True,19.04,7.93,In Transit
ORD01279,2024-02-19,East,Port Harcourt,4.871904625906613,7.135961534468953,DEP2,4.713900124874355,7.080583660048392,VEH26,Low,14.09,24,10:00:00,12:00:00,82.76,0.8,99.3,123.3,False,49.66,20.69,In Transit
ORD01280,2024-04-20,North,Ibadan,7.39046383257728,3.914840686254384,DEP1,7.306573482831128,4.004962529545967,VEH42,Low,42.65,8,09:00:00,11:00:00,61.7,1.4,129.6,137.6,True,37.02,15.43,Pending
ORD01281,2024-03-09,South,Ibadan,7.330419422376206,3.950900370952996,DEP1,7.357714615626831,3.7516579598012387,VEH35,Low,28.06,13,09:00:00,11:00:00,66.83,1.21,121.3,134.3,False,40.1,16.71,Delivered
ORD01282,2024-04-10,West,Port Harcourt,4.862855979756684,7.0640679056906155,DEP1,4.642300101940303,6.896378209633885,VEH15,High,30.03,27,10:00:00,12:00:00,28.95,0.86,37.3,64.3,False,17.37,7.24,Pending
ORD01283,2024-03-29,East,Abuja,9.062420548689708,7.409464519616731,DEP5,9.007998395339841,7.486773480890311,VEH19,High,32.37,5,07:00:00,09:00:00,34.62,1.33,69.1,74.1,False,20.77,8.65,Delivered
ORD01284,2024-05-02,East,Ibadan,7.4072390085066075,3.9744890757435805,DEP2,7.398871080314827,3.751555867235421,VEH11,Medium,34.98,26,07:00:00,09:00:00,38.85,1.46,85.1,111.1,False,23.31,9.71,In Transit
ORD01285,2024-02-06,North,Port Harcourt,4.879196954215441,7.067338893906263,DEP4,4.716472792727708,6.931286957311067,VEH28,Medium,17.35,5,08:00:00,10:00:00,48.7,1.01,73.8,78.8,False,29.22,12.18,Pending
ORD01286,2024-06-22,North,Abuja,9.079485899078495,7.331674085102637,DEP5,9.2675851251302,7.241769821985997,VEH23,Medium,46.63,23,06:00:00,08:00:00,91.53,1.17,160.6,183.6,False,54.92,22.88,Pending
